Model,Mrp,Rating,Review,Specs,Brand,Model_name,Color,Price,Ratings,Reviews,RAM,ROM,Expandable Upto
"Infinix Note 12 (Jewel Blue, 64 GB)","₹9,999",4.2,"22,608 Ratings & 2,286 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,INFINIX,Note 12,Jewel Blue,9999.0,22608.0,2286.0,4.0,64.0,512 GB
"Infinix Note 12 (Force Black, 64 GB)","₹9,999",4.2,"22,608 Ratings & 2,286 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,INFINIX,Note 12,Force Black,9999.0,22608.0,2286.0,4.0,64.0,512 GB
"APPLE iPhone 11 (White, 64 GB)","₹39,999",4.6,"1,76,742 Ratings & 10,518 Reviews",64 GB ROM,APPLE,iPhone 11,White,39999.0,176742.0,10518.0,,64.0,
"realme C30 (Denim Black, 32 GB)","₹6,999",4.1,"32,757 Ratings & 2,159 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30,Denim Black,6999.0,32757.0,2159.0,3.0,32.0,1 TB
"realme 9i (Prism Black, 64 GB)","₹11,099",4.5,"1,16,293 Ratings & 6,868 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,9i,Prism Black,11099.0,116293.0,6868.0,4.0,64.0,1 TB
"realme 10 Pro 5G (Dark Matter, 128 GB)","₹19,999",4.4,"1,963 Ratings & 193 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,10 Pro 5G,Dark Matter,19999.0,1963.0,193.0,8.0,128.0,1 TB
"realme C30 (Lake Blue, 32 GB)","₹6,999",4.1,"32,757 Ratings & 2,159 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30,Lake Blue,6999.0,32757.0,2159.0,3.0,32.0,1 TB
"vivo T1X (Gravity Black, 128 GB)","₹14,999",4.4,"3,415 Ratings & 211 Reviews",6 GB RAM | 128 GB ROM,VIVO,T1X,Gravity Black,14999.0,3415.0,211.0,6.0,128.0,
"POCO M4 Pro 5G (Power Black, 64 GB)","₹11,999",4.3,"33,258 Ratings & 2,972 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro 5G,Power Black,11999.0,33258.0,2972.0,4.0,64.0,1 TB
"Infinix Smart 6 Plus (Crystal Violet, 64 GB)","₹7,599",4.2,"9,919 Ratings & 738 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB,INFINIX,Smart 6 Plus,Crystal Violet,7599.0,9919.0,738.0,3.0,64.0,512 GB
"Infinix Smart 6 Plus (Miracle Black, 64 GB)","₹7,599",4.2,"9,919 Ratings & 738 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB,INFINIX,Smart 6 Plus,Miracle Black,7599.0,9919.0,738.0,3.0,64.0,512 GB
"MOTOROLA g52 (Metallic White, 64 GB)","₹11,999",4.2,"8,442 Ratings & 1,070 Reviews",4 GB RAM | 64 GB ROM,MOTOROLA,g52,Metallic White,11999.0,8442.0,1070.0,4.0,64.0,
"realme 10 Pro 5G (Hyperspace, 128 GB)","₹18,999",4.4,"3,410 Ratings & 339 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,10 Pro 5G,Hyperspace,18999.0,3410.0,339.0,6.0,128.0,1 TB
"REDMI 10 (Midnight Black, 128 GB)","₹11,999",4.2,"21,630 Ratings & 1,610 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REDMI,10,Midnight Black,11999.0,21630.0,1610.0,6.0,128.0,1 TB
"vivo T1 5G (Starlight Black, 128 GB)","₹19,990",4.3,"14,894 Ratings & 1,303 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 5G,Starlight Black,19990.0,14894.0,1303.0,8.0,128.0,1 TB
"MOTOROLA G62 5G (Frosted Blue, 128 GB)","₹16,999",4.1,"1,949 Ratings & 229 Reviews",8 GB RAM | 128 GB ROM,MOTOROLA,G62 5G,Frosted Blue,16999.0,1949.0,229.0,8.0,128.0,
"POCO C31 (Royal Blue, 32 GB)","₹6,999",4.3,"1,23,512 Ratings & 7,402 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,POCO,C31,Royal Blue,6999.0,123512.0,7402.0,3.0,32.0,512 GB
"POCO M4 5G (Yellow, 64 GB)","₹11,999",4.2,"45,400 Ratings & 3,749 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,POCO,M4 5G,Yellow,11999.0,45400.0,3749.0,4.0,64.0,512 GB
"REDMI 10 Prime (Phantom Black, 128 GB)","₹12,999",4.2,"10,213 Ratings & 748 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,REDMI,10 Prime,Phantom Black,12999.0,10213.0,748.0,6.0,128.0,512 GB
"POCO M4 Pro (Cool Blue, 64 GB)","₹14,999",4.3,"1,30,276 Ratings & 11,960 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro,Cool Blue,14999.0,130276.0,11960.0,6.0,64.0,1 TB
"MOTOROLA edge 30 (Aurora Green, 128 GB)","₹22,999",4.1,"6,637 Ratings & 949 Reviews",6 GB RAM | 128 GB ROM,MOTOROLA,edge 30,Aurora Green,22999.0,6637.0,949.0,6.0,128.0,
"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)","₹11,999",4.4,"1,08,205 Ratings & 6,211 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F13,Nightsky Green,11999.0,108205.0,6211.0,4.0,64.0,1 TB
"realme 9 5G (Supersonic Black, 64 GB)","₹14,999",4.5,"36,109 Ratings & 2,083 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,9 5G,Supersonic Black,14999.0,36109.0,2083.0,4.0,64.0,1 TB
"REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)","₹24,999",,,6 GB RAM | 128 GB ROM,REDMI,Note 12 Pro 5G,Stardust Purple,24999.0,,,6.0,128.0,
"realme C35 (Glowing Green, 64 GB)","₹11,999",4.4,"1,59,779 Ratings & 9,431 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,C35,Glowing Green,11999.0,159779.0,9431.0,4.0,64.0,1 TB
"realme C35 (Glowing Black, 64 GB)","₹11,999",4.4,"1,59,779 Ratings & 9,431 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,C35,Glowing Black,11999.0,159779.0,9431.0,4.0,64.0,1 TB
"MOTOROLA g31 (Meteorite Grey, 128 GB)","₹11,999",4.1,"12,475 Ratings & 1,337 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,MOTOROLA,g31,Meteorite Grey,11999.0,12475.0,1337.0,6.0,128.0,1 TB
"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)","₹14,999",4.3,"1,37,778 Ratings & 11,213 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F23 5G,Copper Blush,14999.0,137778.0,11213.0,6.0,128.0,1 TB
"Infinix Note 12 5G (Snowfall, 64 GB)","₹12,999",4.2,"10,906 Ratings & 1,285 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,INFINIX,Note 12 5G,Snowfall,12999.0,10906.0,1285.0,6.0,64.0,2 TB
LAVA A3,"₹1,212",4.2,"27,114 Ratings & 2,792 Reviews",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,LAVA,A3,,1212.0,27114.0,2792.0,,,32 GB
"realme C31 (Light Silver, 32 GB)","₹8,299",4.5,"45,218 Ratings & 1,790 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C31,Light Silver,8299.0,45218.0,1790.0,3.0,32.0,1 TB
"realme 10 Pro 5G (Hyperspace, 128 GB)","₹19,999",4.4,"1,963 Ratings & 193 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,10 Pro 5G,Hyperspace,19999.0,1963.0,193.0,8.0,128.0,1 TB
"SAMSUNG GALAXY M13 5G (Aqua Green, 128 GB)","₹14,790",4.1,402 Ratings & 28 Reviews,6 GB RAM | 128 GB ROM,SAMSUNG,GALAXY M13 5G,Aqua Green,14790.0,402.0,28.0,6.0,128.0,
Motorola a10,"₹1,399",4.2,"5,507 Ratings & 644 Reviews",0 MB ROM | Expandable Upto 32 GB,MOTOROLA,a10,,1399.0,5507.0,644.0,,,32 GB
SAMSUNG Guru Music 2,"₹2,075",4.3,"1,96,562 Ratings & 18,346 Reviews",NA ROM,SAMSUNG,Guru Music 2,,2075.0,196562.0,18346.0,,,
SAMSUNG Guru Music 2,"₹2,099",4.3,"1,96,562 Ratings & 18,346 Reviews",NA ROM | Expandable Upto 16 GB,SAMSUNG,Guru Music 2,,2099.0,196562.0,18346.0,,,16 GB
SAMSUNG GURU MUSIC 2,"₹2,075",4.1,"3,092 Ratings & 256 Reviews",8 MB RAM | 0 GB ROM | Expandable Upto 16 GB,SAMSUNG,GURU MUSIC 2,,2075.0,3092.0,256.0,,0.0,16 GB
"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)","₹11,999",4.4,"1,08,205 Ratings & 6,211 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F13,Waterfall Blue,11999.0,108205.0,6211.0,4.0,64.0,1 TB
"realme C35 (Glowing Black, 128 GB)","₹12,999",4.4,"1,59,779 Ratings & 9,431 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,C35,Glowing Black,12999.0,159779.0,9431.0,4.0,128.0,1 TB
Nokia 150 DS 2020,"₹2,499",4.1,"20,173 Ratings & 1,585 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,NOKIA,150 DS 2020,,2499.0,20173.0,1585.0,,,32 GB
Nokia 150 TA-1235 DS,"₹2,499",4.1,"11,975 Ratings & 878 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,NOKIA,150 TA 1235 DS,,2499.0,11975.0,878.0,,,32 GB
"POCO M4 Pro 5G (Power Black, 128 GB)","₹13,999",4.2,"41,124 Ratings & 3,691 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro 5G,Power Black,13999.0,41124.0,3691.0,6.0,128.0,1 TB
Snexian GURU 310,₹699,3.3,"18,230 Ratings & 1,475 Reviews",32 MB RAM | 32 MB ROM,SNEXIAN,GURU 310,,699.0,18230.0,1475.0,,,
"Realme C30 - Locked with Airtel Prepaid (Lake Blue, 32 GB)","₹5,499",4.3,"66,939 Ratings & 3,492 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30 Locked with Airtel Prepaid,Lake Blue,5499.0,66939.0,3492.0,2.0,32.0,1 TB
Nokia 105 TA-1416 DS,"₹1,449",4.1,"4,334 Ratings & 319 Reviews",32 MB RAM | 32 MB ROM,NOKIA,105 TA 1416 DS,,1449.0,4334.0,319.0,,,
"vivo T1 Pro 5G (Turbo Black, 128 GB)","₹23,999",4.4,"7,325 Ratings & 702 Reviews",6 GB RAM | 128 GB ROM,VIVO,T1 Pro 5G,Turbo Black,23999.0,7325.0,702.0,6.0,128.0,
"POCO C31 (Shadow Gray, 32 GB)","₹6,999",4.3,"1,23,512 Ratings & 7,402 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,POCO,C31,Shadow Gray,6999.0,123512.0,7402.0,3.0,32.0,512 GB
"SAMSUNG Galaxy S21 FE 5G (White, 128 GB)","₹35,999",4.4,"29,082 Ratings & 3,001 Reviews",8 GB RAM | 128 GB ROM,SAMSUNG,Galaxy S21 FE 5G,White,35999.0,29082.0,3001.0,8.0,128.0,
"REDMI 10 Prime (Astral White, 128 GB)","₹12,999",4.2,"10,213 Ratings & 748 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,REDMI,10 Prime,Astral White,12999.0,10213.0,748.0,6.0,128.0,512 GB
"REDMI 10 Prime (Bifrost Blue, 128 GB)","₹12,999",4.2,"10,213 Ratings & 748 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,REDMI,10 Prime,Bifrost Blue,12999.0,10213.0,748.0,6.0,128.0,512 GB
"SAMSUNG Galaxy S21 FE 5G (Lavender, 128 GB)","₹35,999",4.4,"29,082 Ratings & 3,001 Reviews",8 GB RAM | 128 GB ROM,SAMSUNG,Galaxy S21 FE 5G,Lavender,35999.0,29082.0,3001.0,8.0,128.0,
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","₹16,999",4.3,"1,37,778 Ratings & 11,213 Reviews",6 GB RAM | 128 GB ROM,SAMSUNG,Galaxy F23 5G,Forest Green,16999.0,137778.0,11213.0,6.0,128.0,
"MOTOROLA G60 (Moonless, 128 GB)","₹15,999",4.2,"1,31,824 Ratings & 13,360 Reviews",6 GB RAM | 128 GB ROM,MOTOROLA,G60,Moonless,15999.0,131824.0,13360.0,6.0,128.0,
"REDMI 10A (Charcoal Black, 64 GB)","₹8,703",4.2,"5,010 Ratings & 325 Reviews",4 GB RAM | 64 GB ROM,REDMI,10A,Charcoal Black,8703.0,5010.0,325.0,4.0,64.0,
Micromax X412,₹953,3.9,"14,193 Ratings & 1,243 Reviews",32 MB RAM | 32 MB ROM,MICROMAX,X412,,953.0,14193.0,1243.0,,,
LAVA GEM,"₹1,649",4.2,"29,598 Ratings & 3,174 Reviews",0 MB ROM | Expandable Upto 32 GB,LAVA,GEM,,1649.0,29598.0,3174.0,,,32 GB
"realme C33 (Night Sea, 32 GB)","₹8,999",4.4,"16,512 Ratings & 699 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C33,Night Sea,8999.0,16512.0,699.0,3.0,32.0,1 TB
"vivo T1 44W (Starry Sky, 128 GB)","₹17,999",4.3,"5,156 Ratings & 440 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 44W,Starry Sky,17999.0,5156.0,440.0,8.0,128.0,1 TB
"realme C11 2021 (Cool Grey, 32 GB)","₹7,499",4.4,"2,33,435 Ratings & 10,147 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,REALME,C11 2021,Cool Grey,7499.0,233435.0,10147.0,2.0,32.0,256 GB
"realme C33 (Aqua Blue, 32 GB)","₹8,999",4.4,"16,512 Ratings & 699 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C33,Aqua Blue,8999.0,16512.0,699.0,3.0,32.0,1 TB
"realme C33 (Sandy Gold, 32 GB)","₹8,999",4.4,"16,512 Ratings & 699 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C33,Sandy Gold,8999.0,16512.0,699.0,3.0,32.0,1 TB
"POCO M4 Pro (Yellow, 64 GB)","₹14,999",4.3,"1,30,276 Ratings & 11,960 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro,Yellow,14999.0,130276.0,11960.0,6.0,64.0,1 TB
"SAMSUNG GALAXY M13 5G (?Stardust Brown, 128 GB)","₹14,698",4.1,402 Ratings & 28 Reviews,6 GB RAM | 128 GB ROM,SAMSUNG,GALAXY M13 5G,?Stardust Brown,14698.0,402.0,28.0,6.0,128.0,
"POCO M4 Pro 5G (Yellow, 128 GB)","₹14,999",4.2,"7,856 Ratings & 692 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro 5G,Yellow,14999.0,7856.0,692.0,8.0,128.0,1 TB
"Google Pixel 6a (Chalk, 128 GB)","₹29,999",4.3,"22,516 Ratings & 2,917 Reviews",6 GB RAM | 128 GB ROM,GOOGLE,Pixel 6a,Chalk,29999.0,22516.0,2917.0,6.0,128.0,
"REDMI A1 (Light Green, 32 GB)","₹6,335",4.2,"1,893 Ratings & 141 Reviews",2 GB RAM | 32 GB ROM,REDMI,A1,Light Green,6335.0,1893.0,141.0,2.0,32.0,
"realme C31 (Light Silver, 64 GB)","₹8,999",4.4,"56,801 Ratings & 2,730 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,C31,Light Silver,8999.0,56801.0,2730.0,4.0,64.0,1 TB
"realme 9i 5G (Soulful Blue, 64 GB)","₹14,999",4.5,"37,211 Ratings & 1,725 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,9i 5G,Soulful Blue,14999.0,37211.0,1725.0,4.0,64.0,1 TB
"realme 9i 5G (Rocking Black, 64 GB)","₹14,999",4.5,"37,211 Ratings & 1,725 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,9i 5G,Rocking Black,14999.0,37211.0,1725.0,4.0,64.0,1 TB
"realme 9i 5G (Metallica Gold, 64 GB)","₹14,999",4.5,"37,211 Ratings & 1,725 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,9i 5G,Metallica Gold,14999.0,37211.0,1725.0,4.0,64.0,1 TB
"Infinix HOT 12 Play (Daylight Green, 64 GB)","₹8,699",4.3,"1,08,143 Ratings & 8,028 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,HOT 12 Play,Daylight Green,8699.0,108143.0,8028.0,4.0,64.0,256 GB
"Infinix HOT 12 Play (Racing Black, 64 GB)","₹8,699",4.3,"1,08,143 Ratings & 8,028 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,HOT 12 Play,Racing Black,8699.0,108143.0,8028.0,4.0,64.0,256 GB
"Infinix HOT 12 Play (Champagne Gold, 64 GB)","₹8,699",4.3,"1,08,143 Ratings & 8,028 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,HOT 12 Play,Champagne Gold,8699.0,108143.0,8028.0,4.0,64.0,256 GB
"Infinix HOT 12 Play (Horizon Blue, 64 GB)","₹8,699",4.3,"1,08,143 Ratings & 8,028 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,HOT 12 Play,Horizon Blue,8699.0,108143.0,8028.0,4.0,64.0,256 GB
"POCO X4 Pro 5G (Laser Black, 128 GB)","₹21,999",4.1,"14,202 Ratings & 1,467 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,X4 Pro 5G,Laser Black,21999.0,14202.0,1467.0,8.0,128.0,1 TB
"vivo Y16 (Drizzling Gold, 64 GB)","₹10,499",4.3,776 Ratings & 58 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,VIVO,Y16,Drizzling Gold,10499.0,776.0,58.0,3.0,64.0,1 TB
"Infinix Note 12 Pro 5G (Snowfall, 128 GB)","₹16,999",4.1,"15,545 Ratings & 2,023 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,INFINIX,Note 12 Pro 5G,Snowfall,16999.0,15545.0,2023.0,8.0,128.0,2 TB
"SAMSUNG GALAXY M13 5G (Aqua Green, 128 GB)","₹14,988",4.1,402 Ratings & 28 Reviews,6 GB RAM | 128 GB ROM,SAMSUNG,GALAXY M13 5G,Aqua Green,14988.0,402.0,28.0,6.0,128.0,
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","₹19,987",4.3,"40,620 Ratings & 3,313 Reviews",6 GB RAM | 128 GB ROM,ONEPLUS,Nord CE 2 Lite 5G,Blue Tide,19987.0,40620.0,3313.0,6.0,128.0,
"Infinix Smart 6 (Polar Black, 64 GB)","₹6,499",4.3,"27,687 Ratings & 1,913 Reviews",2 GB RAM | 64 GB ROM | Expandable Upto 512 GB,INFINIX,Smart 6,Polar Black,6499.0,27687.0,1913.0,2.0,64.0,512 GB
itel It2171,₹999,4.1,"3,569 Ratings & 328 Reviews",32 MB RAM | 32 MB ROM,ITEL,It2171,,999.0,3569.0,328.0,,,
"MOTOROLA g52 (Charcoal Grey, 64 GB)","₹11,999",4.2,"8,442 Ratings & 1,070 Reviews",4 GB RAM | 64 GB ROM,MOTOROLA,g52,Charcoal Grey,11999.0,8442.0,1070.0,4.0,64.0,
Nokia 105 PLUS,"₹1,399",4.1,"5,686 Ratings & 404 Reviews",4 MB RAM | 4 MB ROM,NOKIA,105 PLUS,,1399.0,5686.0,404.0,,,
"REDMI 10A (Sea Blue, 64 GB)","₹8,747",4.2,"5,010 Ratings & 325 Reviews",4 GB RAM | 64 GB ROM,REDMI,10A,Sea Blue,8747.0,5010.0,325.0,4.0,64.0,
LAVA GEM,"₹1,680",4.2,"29,598 Ratings & 3,174 Reviews",0 MB ROM | Expandable Upto 32 GB,LAVA,GEM,,1680.0,29598.0,3174.0,,,32 GB
"realme C11 2021 (Cool Blue, 32 GB)","₹7,499",4.4,"2,33,435 Ratings & 10,147 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,REALME,C11 2021,Cool Blue,7499.0,233435.0,10147.0,2.0,32.0,256 GB
"POCO C50 (Country Green, 32 GB)","₹7,299",2.7,3 Ratings & 0 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,POCO,C50,Country Green,7299.0,3.0,0.0,3.0,32.0,512 GB
"REDMI 10A (Charcoal Black, 32 GB)","₹7,990",4.1,"1,550 Ratings & 103 Reviews",3 GB RAM | 32 GB ROM,REDMI,10A,Charcoal Black,7990.0,1550.0,103.0,3.0,32.0,
KARBONN KX3,₹998,4.0,"1,915 Ratings & 134 Reviews",31 MB RAM | 32 MB ROM,KARBONN,KX3,,998.0,1915.0,134.0,,,
Micromax X415,₹936,3.9,747 Ratings & 66 Reviews,32 MB RAM | 32 MB ROM,MICROMAX,X415,,936.0,747.0,66.0,,,
"Infinix Note 12 (Jewel Blue, 128 GB)","₹11,999",4.2,"11,430 Ratings & 1,103 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,INFINIX,Note 12,Jewel Blue,11999.0,11430.0,1103.0,6.0,128.0,512 GB
"SAMSUNG GALAXY M13 (Midnight Blue, 64 GB)","₹10,998",4.2,"1,860 Ratings & 131 Reviews",4 GB RAM | 64 GB ROM,SAMSUNG,GALAXY M13,Midnight Blue,10998.0,1860.0,131.0,4.0,64.0,
"Tecno Spark 8T (Turquoise Cyan, 64 GB)","₹8,985",4.2,348 Ratings & 34 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,TECNO,Spark 8T,Turquoise Cyan,8985.0,348.0,34.0,4.0,64.0,256 GB
"Infinix Note 12 TURBO (Snowfall, 128 GB)","₹13,999",4.2,"7,196 Ratings & 925 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,INFINIX,Note 12 TURBO,Snowfall,13999.0,7196.0,925.0,8.0,128.0,512 GB
"Realme C30 - Locked with Airtel Prepaid (Bamboo Green, 32 GB)","₹5,499",4.3,"66,939 Ratings & 3,492 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30 Locked with Airtel Prepaid,Bamboo Green,5499.0,66939.0,3492.0,2.0,32.0,1 TB
"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)","₹5,499",4.3,"66,939 Ratings & 3,492 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30 Locked with Airtel Prepaid,Denim Black,5499.0,66939.0,3492.0,2.0,32.0,1 TB
"Infinix Note 12 (Force Black, 128 GB)","₹11,999",4.2,"11,430 Ratings & 1,103 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,INFINIX,Note 12,Force Black,11999.0,11430.0,1103.0,6.0,128.0,512 GB
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)","₹29,999",,,8 GB RAM | 256 GB ROM,REDMI,Note 12 Pro 5G,Arctic White,29999.0,,,8.0,256.0,
LAVA Flip,"₹1,879",4.1,"13,313 Ratings & 1,282 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,LAVA,Flip,,1879.0,13313.0,1282.0,,,32 GB
"POCO X4 Pro 5G (Laser Blue, 128 GB)","₹21,999",4.1,"14,202 Ratings & 1,467 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,X4 Pro 5G,Laser Blue,21999.0,14202.0,1467.0,8.0,128.0,1 TB
Nokia 110 TA-1302 DS,"₹1,715",4.0,"24,647 Ratings & 1,954 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,NOKIA,110 TA 1302 DS,,1715.0,24647.0,1954.0,,,32 MB
"REDMI Note 10T 5G (Mint Green, 128 GB)","₹16,999",4.2,"30,870 Ratings & 2,392 Reviews",6 GB RAM | 128 GB ROM,REDMI,Note 10T 5G,Mint Green,16999.0,30870.0,2392.0,6.0,128.0,
"MOTOROLA Edge 30 Pro (Cosmos Blue, 128 GB)","₹34,999",4.0,"1,010 Ratings & 179 Reviews",8 GB RAM | 128 GB ROM,MOTOROLA,Edge 30 Pro,Cosmos Blue,34999.0,1010.0,179.0,8.0,128.0,
itel It2171,₹999,4.1,"3,569 Ratings & 328 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,ITEL,It2171,,999.0,3569.0,328.0,,,32 GB
"realme C33 (Night Sea, 64 GB)","₹9,999",4.5,"52,460 Ratings & 2,270 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,C33,Night Sea,9999.0,52460.0,2270.0,4.0,64.0,1 TB
"realme C33 (Aqua Blue, 64 GB)","₹9,999",4.5,"52,460 Ratings & 2,270 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,C33,Aqua Blue,9999.0,52460.0,2270.0,4.0,64.0,1 TB
"realme C33 (Sandy Gold, 64 GB)","₹9,999",4.5,"52,460 Ratings & 2,270 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,C33,Sandy Gold,9999.0,52460.0,2270.0,4.0,64.0,1 TB
itel Ace2 Star,₹899,4.4,46 Ratings & 4 Reviews,4 MB RAM | 4 MB ROM,ITEL,Ace2 Star,,899.0,46.0,4.0,,,
"MOTOROLA G60 (Frosted Champagne, 128 GB)","₹15,999",4.2,"1,31,824 Ratings & 13,360 Reviews",6 GB RAM | 128 GB ROM,MOTOROLA,G60,Frosted Champagne,15999.0,131824.0,13360.0,6.0,128.0,
"OPPO F19 (Midnight Blue, 128 GB)","₹15,490",4.3,"22,833 Ratings & 1,669 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,OPPO,F19,Midnight Blue,15490.0,22833.0,1669.0,6.0,128.0,256 GB
"OPPO F19 (Prism Black, 128 GB)","₹15,490",4.3,"22,833 Ratings & 1,669 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,OPPO,F19,Prism Black,15490.0,22833.0,1669.0,6.0,128.0,256 GB
"vivo Y01A (Sapphire Blue, 32 GB)","₹7,850",4.2,544 Ratings & 32 Reviews,2 GB RAM | 32 GB ROM,VIVO,Y01A,Sapphire Blue,7850.0,544.0,32.0,2.0,32.0,
"REDMI Note 11 SE (Bifrost Blue, 64 GB)","₹16,998",4.3,"30,409 Ratings & 1,886 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,REDMI,Note 11 SE,Bifrost Blue,16998.0,30409.0,1886.0,6.0,64.0,512 GB
SAMSUNG GT-E1215,"₹1,650",4.3,"53,933 Ratings & 4,504 Reviews",NA ROM,SAMSUNG,GT E1215,,1650.0,53933.0,4504.0,,,
Micromax X512,"₹1,119",4.1,258 Ratings & 16 Reviews,30 MB RAM | 24 MB ROM,MICROMAX,X512,,1119.0,258.0,16.0,,,
